timestamp,datetime,locomotive_id,event_type,location,from_location,to_location,purpose,coupler_type,wagon_count,duration_min
837.0,2025-12-01T13:57:00+00:00,LOCO_01,DECOUPLING_COMPLETED,WS_02,,,,SCREW,0,3.0
840.0,2025-12-01T14:00:00+00:00,LOCO_01,MOVING,track_19,WS_02,track_19,,,0,5.0
845.0,2025-12-01T14:05:00+00:00,LOCO_01,MOVING,collection1,track_19,collection1,,,0,60.0
905.0,2025-12-01T15:05:00+00:00,LOCO_01,ALLOCATED,,,,batch_transport,,0,0.0
905.0,2025-12-01T15:05:00+00:00,LOCO_01,RAKE_COUPLING_STARTED,collection1,,,,SCREW,15,28.0
933.0,2025-12-01T15:33:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,collection1,,,,SCREW,15,28.0
933.0,2025-12-01T15:33:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,collection1,,,,SCREW,15,2.0
935.0,2025-12-01T15:35:00+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,collection1,,,,SCREW,15,2.0
935.0,2025-12-01T15:35:00+00:00,LOCO_01,SHUNTING_PREP,collection1,,,,,15,1.0
936.0,2025-12-01T15:36:00+00:00,LOCO_01,MOVING,retrofit,collection1,retrofit,,,0,60.0
996.0,2025-12-01T16:36:00+00:00,LOCO_01,LOCO_DECOUPLING_STARTED,retrofit,,,,SCREW,15,3.0
999.0,2025-12-01T16:39:00+00:00,LOCO_01,LOCO_DECOUPLING_COMPLETED,retrofit,,,,SCREW,15,3.0
999.0,2025-12-01T16:39:00+00:00,LOCO_01,RAKE_DECOUPLING_STARTED,retrofit,,,,SCREW,15,42.0
1041.0,2025-12-01T17:21:00+00:00,LOCO_01,RAKE_DECOUPLING_COMPLETED,retrofit,,,,SCREW,15,42.0
1083.0,2025-12-01T18:03:00+00:00,LOCO_01,MOVING,track_19,retrofit,track_19,,,0,5.0
1088.0,2025-12-01T18:08:00+00:00,LOCO_01,PARKING,,,,,,0,2.0
1090.0,2025-12-01T18:10:00+00:00,LOCO_01,MOVING,retrofit,track_19,retrofit,,,0,5.0
1095.0,2025-12-01T18:15:00+00:00,LOCO_01,COUPLING_STARTED,retrofit,,,,SCREW,0,2.0
1097.0,2025-12-01T18:17:00+00:00,LOCO_01,COUPLING_COMPLETED,retrofit,,,,SCREW,0,2.0
1097.0,2025-12-01T18:17:00+00:00,LOCO_01,SHUNTING_PREP,retrofit,,,,,0,1.0
1098.0,2025-12-01T18:18:00+00:00,LOCO_01,MOVING,WS_02,retrofit,WS_02,,,0,5.0
1103.0,2025-12-01T18:23:00+00:00,LOCO_01,DECOUPLING_STARTED,WS_02,,,,SCREW,0,3.0
1106.0,2025-12-01T18:26:00+00:00,LOCO_01,DECOUPLING_COMPLETED,WS_02,,,,SCREW,0,3.0
1109.0,2025-12-01T18:29:00+00:00,LOCO_01,MOVING,track_19,WS_02,track_19,,,0,8.5
1117.5,2025-12-01T18:37:30+00:00,LOCO_01,ALLOCATED,,,,batch_transport,,0,0.0
1117.5,2025-12-01T18:37:30+00:00,LOCO_01,MOVING,retrofitted,track_19,retrofitted,,,0,5.0
1122.5,2025-12-01T18:42:30+00:00,LOCO_01,RAKE_COUPLING_STARTED,retrofitted,,,,DAC,2,0.5
1123.0,2025-12-01T18:43:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,retrofitted,,,,DAC,2,0.5
1123.0,2025-12-01T18:43:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,retrofitted,,,,DAC,2,0.5
1123.5,2025-12-01T18:43:30+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,retrofitted,,,,DAC,2,0.5
1123.5,2025-12-01T18:43:30+00:00,LOCO_01,SHUNTING_PREP,retrofitted,,,,,2,1.0
1124.5,2025-12-01T18:44:30+00:00,LOCO_01,MOVING,parking16,retrofitted,parking16,,,0,120.0
1244.5,2025-12-01T20:44:30+00:00,LOCO_01,LOCO_DECOUPLING_STARTED,parking16,,,,DAC,2,0.5
1245.0,2025-12-01T20:45:00+00:00,LOCO_01,LOCO_DECOUPLING_COMPLETED,parking16,,,,DAC,2,0.5
1245.0,2025-12-01T20:45:00+00:00,LOCO_01,RAKE_DECOUPLING_STARTED,parking16,,,,DAC,2,0.5
1245.5,2025-12-01T20:45:30+00:00,LOCO_01,RAKE_DECOUPLING_COMPLETED,parking16,,,,DAC,2,0.5
1246.0,2025-12-01T20:46:00+00:00,LOCO_01,MOVING,track_19,parking16,track_19,,,0,60.0
1306.0,2025-12-01T21:46:00+00:00,LOCO_01,MOVING,WS_02,track_19,WS_02,,,0,5.0
1311.0,2025-12-01T21:51:00+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1311.5,2025-12-01T21:51:30+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1311.5,2025-12-01T21:51:30+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1312.0,2025-12-01T21:52:00+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1312.0,2025-12-01T21:52:00+00:00,LOCO_01,SHUNTING_PREP,WS_02,,,,,2,1.0
1313.0,2025-12-01T21:53:00+00:00,LOCO_01,MOVING,retrofitted,WS_02,retrofitted,,,0,5.0
1318.0,2025-12-01T21:58:00+00:00,LOCO_01,MOVING,track_19,retrofitted,track_19,,,0,5.0
1323.0,2025-12-01T22:03:00+00:00,LOCO_01,MOVING,WS_01,track_19,WS_01,,,0,5.0
1328.0,2025-12-01T22:08:00+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_01,,,,DAC,2,0.5
1328.5,2025-12-01T22:08:30+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_01,,,,DAC,2,0.5
1328.5,2025-12-01T22:08:30+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_01,,,,DAC,2,0.5
1329.0,2025-12-01T22:09:00+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_01,,,,DAC,2,0.5
1329.0,2025-12-01T22:09:00+00:00,LOCO_01,SHUNTING_PREP,WS_01,,,,,2,1.0
1330.0,2025-12-01T22:10:00+00:00,LOCO_01,MOVING,retrofitted,WS_01,retrofitted,,,0,5.0
1335.0,2025-12-01T22:15:00+00:00,LOCO_01,MOVING,track_19,retrofitted,track_19,,,0,7.0
1342.0,2025-12-01T22:22:00+00:00,LOCO_01,MOVING,retrofit,track_19,retrofit,,,0,5.0
1347.0,2025-12-01T22:27:00+00:00,LOCO_01,COUPLING_STARTED,retrofit,,,,SCREW,0,2.0
1349.0,2025-12-01T22:29:00+00:00,LOCO_01,COUPLING_COMPLETED,retrofit,,,,SCREW,0,2.0
1349.0,2025-12-01T22:29:00+00:00,LOCO_01,SHUNTING_PREP,retrofit,,,,,0,1.0
1350.0,2025-12-01T22:30:00+00:00,LOCO_01,MOVING,WS_02,retrofit,WS_02,,,0,5.0
1355.0,2025-12-01T22:35:00+00:00,LOCO_01,DECOUPLING_STARTED,WS_02,,,,SCREW,0,3.0
1358.0,2025-12-01T22:38:00+00:00,LOCO_01,DECOUPLING_COMPLETED,WS_02,,,,SCREW,0,3.0
1361.0,2025-12-01T22:41:00+00:00,LOCO_01,MOVING,track_19,WS_02,track_19,,,0,7.0
1368.0,2025-12-01T22:48:00+00:00,LOCO_01,MOVING,retrofit,track_19,retrofit,,,0,5.0
1373.0,2025-12-01T22:53:00+00:00,LOCO_01,COUPLING_STARTED,retrofit,,,,SCREW,0,2.0
1375.0,2025-12-01T22:55:00+00:00,LOCO_01,COUPLING_COMPLETED,retrofit,,,,SCREW,0,2.0
1375.0,2025-12-01T22:55:00+00:00,LOCO_01,SHUNTING_PREP,retrofit,,,,,0,1.0
1376.0,2025-12-01T22:56:00+00:00,LOCO_01,MOVING,WS_01,retrofit,WS_01,,,0,5.0
1381.0,2025-12-01T23:01:00+00:00,LOCO_01,DECOUPLING_STARTED,WS_01,,,,SCREW,0,3.0
1384.0,2025-12-01T23:04:00+00:00,LOCO_01,DECOUPLING_COMPLETED,WS_01,,,,SCREW,0,3.0
1387.0,2025-12-01T23:07:00+00:00,LOCO_01,MOVING,track_19,WS_01,track_19,,,0,5.0
1392.0,2025-12-01T23:12:00+00:00,LOCO_01,ALLOCATED,,,,batch_transport,,0,0.0
1392.0,2025-12-01T23:12:00+00:00,LOCO_01,MOVING,retrofitted,track_19,retrofitted,,,0,5.0
1397.0,2025-12-01T23:17:00+00:00,LOCO_01,RAKE_COUPLING_STARTED,retrofitted,,,,DAC,6,2.5
1399.5,2025-12-01T23:19:30+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,retrofitted,,,,DAC,6,2.5
1399.5,2025-12-01T23:19:30+00:00,LOCO_01,LOCO_COUPLING_STARTED,retrofitted,,,,DAC,6,0.5
1400.0,2025-12-01T23:20:00+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,retrofitted,,,,DAC,6,0.5
1400.0,2025-12-01T23:20:00+00:00,LOCO_01,SHUNTING_PREP,retrofitted,,,,,6,1.0
1401.0,2025-12-01T23:21:00+00:00,LOCO_01,MOVING,parking16,retrofitted,parking16,,,0,120.0
1521.0,2025-12-02T01:21:00+00:00,LOCO_01,LOCO_DECOUPLING_STARTED,parking16,,,,DAC,6,0.5
1521.5,2025-12-02T01:21:30+00:00,LOCO_01,LOCO_DECOUPLING_COMPLETED,parking16,,,,DAC,6,0.5
1521.5,2025-12-02T01:21:30+00:00,LOCO_01,RAKE_DECOUPLING_STARTED,parking16,,,,DAC,6,2.5
1524.0,2025-12-02T01:24:00+00:00,LOCO_01,RAKE_DECOUPLING_COMPLETED,parking16,,,,DAC,6,2.5
1526.5,2025-12-02T01:26:30+00:00,LOCO_01,MOVING,track_19,parking16,track_19,,,0,60.0
1586.5,2025-12-02T02:26:30+00:00,LOCO_01,MOVING,WS_02,track_19,WS_02,,,0,5.0
1591.5,2025-12-02T02:31:30+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1592.0,2025-12-02T02:32:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1592.0,2025-12-02T02:32:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1592.5,2025-12-02T02:32:30+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1592.5,2025-12-02T02:32:30+00:00,LOCO_01,SHUNTING_PREP,WS_02,,,,,2,1.0
1593.5,2025-12-02T02:33:30+00:00,LOCO_01,MOVING,retrofitted,WS_02,retrofitted,,,0,5.0
1598.5,2025-12-02T02:38:30+00:00,LOCO_01,MOVING,track_19,retrofitted,track_19,,,0,5.0
1603.5,2025-12-02T02:43:30+00:00,LOCO_01,MOVING,WS_01,track_19,WS_01,,,0,5.0
1608.5,2025-12-02T02:48:30+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_01,,,,DAC,2,0.5
1609.0,2025-12-02T02:49:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_01,,,,DAC,2,0.5
1609.0,2025-12-02T02:49:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_01,,,,DAC,2,0.5
1609.5,2025-12-02T02:49:30+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_01,,,,DAC,2,0.5
1609.5,2025-12-02T02:49:30+00:00,LOCO_01,SHUNTING_PREP,WS_01,,,,,2,1.0
1610.5,2025-12-02T02:50:30+00:00,LOCO_01,MOVING,retrofitted,WS_01,retrofitted,,,0,5.0
1615.5,2025-12-02T02:55:30+00:00,LOCO_01,MOVING,track_19,retrofitted,track_19,,,0,7.0
1622.5,2025-12-02T03:02:30+00:00,LOCO_01,MOVING,retrofit,track_19,retrofit,,,0,5.0
1627.5,2025-12-02T03:07:30+00:00,LOCO_01,COUPLING_STARTED,retrofit,,,,SCREW,0,2.0
1629.5,2025-12-02T03:09:30+00:00,LOCO_01,COUPLING_COMPLETED,retrofit,,,,SCREW,0,2.0
1629.5,2025-12-02T03:09:30+00:00,LOCO_01,SHUNTING_PREP,retrofit,,,,,0,1.0
1630.5,2025-12-02T03:10:30+00:00,LOCO_01,MOVING,WS_02,retrofit,WS_02,,,0,5.0
1635.5,2025-12-02T03:15:30+00:00,LOCO_01,DECOUPLING_STARTED,WS_02,,,,SCREW,0,3.0
1638.5,2025-12-02T03:18:30+00:00,LOCO_01,DECOUPLING_COMPLETED,WS_02,,,,SCREW,0,3.0
1641.5,2025-12-02T03:21:30+00:00,LOCO_01,MOVING,track_19,WS_02,track_19,,,0,7.0
1648.5,2025-12-02T03:28:30+00:00,LOCO_01,MOVING,retrofit,track_19,retrofit,,,0,5.0
1653.5,2025-12-02T03:33:30+00:00,LOCO_01,COUPLING_STARTED,retrofit,,,,SCREW,0,2.0
1655.5,2025-12-02T03:35:30+00:00,LOCO_01,COUPLING_COMPLETED,retrofit,,,,SCREW,0,2.0
1655.5,2025-12-02T03:35:30+00:00,LOCO_01,SHUNTING_PREP,retrofit,,,,,0,1.0
1656.5,2025-12-02T03:36:30+00:00,LOCO_01,MOVING,WS_01,retrofit,WS_01,,,0,5.0
1661.5,2025-12-02T03:41:30+00:00,LOCO_01,DECOUPLING_STARTED,WS_01,,,,SCREW,0,3.0
1664.5,2025-12-02T03:44:30+00:00,LOCO_01,DECOUPLING_COMPLETED,WS_01,,,,SCREW,0,3.0
1667.5,2025-12-02T03:47:30+00:00,LOCO_01,MOVING,track_19,WS_01,track_19,,,0,5.0
1672.5,2025-12-02T03:52:30+00:00,LOCO_01,ALLOCATED,,,,batch_transport,,0,0.0
1672.5,2025-12-02T03:52:30+00:00,LOCO_01,MOVING,retrofitted,track_19,retrofitted,,,0,5.0
1677.5,2025-12-02T03:57:30+00:00,LOCO_01,RAKE_COUPLING_STARTED,retrofitted,,,,DAC,8,3.5
1681.0,2025-12-02T04:01:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,retrofitted,,,,DAC,8,3.5
1681.0,2025-12-02T04:01:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,retrofitted,,,,DAC,8,0.5
1681.5,2025-12-02T04:01:30+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,retrofitted,,,,DAC,8,0.5
1681.5,2025-12-02T04:01:30+00:00,LOCO_01,SHUNTING_PREP,retrofitted,,,,,8,1.0
1682.5,2025-12-02T04:02:30+00:00,LOCO_01,MOVING,parking16,retrofitted,parking16,,,0,120.0
1802.5,2025-12-02T06:02:30+00:00,LOCO_01,LOCO_DECOUPLING_STARTED,parking16,,,,DAC,8,0.5
1803.0,2025-12-02T06:03:00+00:00,LOCO_01,LOCO_DECOUPLING_COMPLETED,parking16,,,,DAC,8,0.5
1803.0,2025-12-02T06:03:00+00:00,LOCO_01,RAKE_DECOUPLING_STARTED,parking16,,,,DAC,8,3.5
1806.5,2025-12-02T06:06:30+00:00,LOCO_01,RAKE_DECOUPLING_COMPLETED,parking16,,,,DAC,8,3.5
1810.0,2025-12-02T06:10:00+00:00,LOCO_01,MOVING,track_19,parking16,track_19,,,0,60.0
1870.0,2025-12-02T07:10:00+00:00,LOCO_01,MOVING,WS_02,track_19,WS_02,,,0,5.0
1875.0,2025-12-02T07:15:00+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1875.5,2025-12-02T07:15:30+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1875.5,2025-12-02T07:15:30+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1876.0,2025-12-02T07:16:00+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1876.0,2025-12-02T07:16:00+00:00,LOCO_01,SHUNTING_PREP,WS_02,,,,,2,1.0
1877.0,2025-12-02T07:17:00+00:00,LOCO_01,MOVING,retrofitted,WS_02,retrofitted,,,0,5.0
1882.0,2025-12-02T07:22:00+00:00,LOCO_01,MOVING,track_19,retrofitted,track_19,,,0,7.0
1889.0,2025-12-02T07:29:00+00:00,LOCO_01,MOVING,retrofit,track_19,retrofit,,,0,5.0
1894.0,2025-12-02T07:34:00+00:00,LOCO_01,COUPLING_STARTED,retrofit,,,,SCREW,0,2.0
1896.0,2025-12-02T07:36:00+00:00,LOCO_01,COUPLING_COMPLETED,retrofit,,,,SCREW,0,2.0
1896.0,2025-12-02T07:36:00+00:00,LOCO_01,SHUNTING_PREP,retrofit,,,,,0,1.0
1897.0,2025-12-02T07:37:00+00:00,LOCO_01,MOVING,WS_01,retrofit,WS_01,,,0,5.0
1902.0,2025-12-02T07:42:00+00:00,LOCO_01,DECOUPLING_STARTED,WS_01,,,,SCREW,0,3.0
1905.0,2025-12-02T07:45:00+00:00,LOCO_01,DECOUPLING_COMPLETED,WS_01,,,,SCREW,0,3.0
1908.0,2025-12-02T07:48:00+00:00,LOCO_01,MOVING,track_19,WS_01,track_19,,,0,5.0
1913.0,2025-12-02T07:53:00+00:00,LOCO_01,ALLOCATED,,,,batch_transport,,0,0.0
1913.0,2025-12-02T07:53:00+00:00,LOCO_01,MOVING,retrofitted,track_19,retrofitted,,,0,5.0
1918.0,2025-12-02T07:58:00+00:00,LOCO_01,RAKE_COUPLING_STARTED,retrofitted,,,,DAC,8,3.5
1921.5,2025-12-02T08:01:30+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,retrofitted,,,,DAC,8,3.5
1921.5,2025-12-02T08:01:30+00:00,LOCO_01,LOCO_COUPLING_STARTED,retrofitted,,,,DAC,8,0.5
1922.0,2025-12-02T08:02:00+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,retrofitted,,,,DAC,8,0.5
1922.0,2025-12-02T08:02:00+00:00,LOCO_01,SHUNTING_PREP,retrofitted,,,,,8,1.0
1923.0,2025-12-02T08:03:00+00:00,LOCO_01,MOVING,parking16,retrofitted,parking16,,,0,120.0
2043.0,2025-12-02T10:03:00+00:00,LOCO_01,LOCO_DECOUPLING_STARTED,parking16,,,,DAC,8,0.5
2043.5,2025-12-02T10:03:30+00:00,LOCO_01,LOCO_DECOUPLING_COMPLETED,parking16,,,,DAC,8,0.5
2043.5,2025-12-02T10:03:30+00:00,LOCO_01,RAKE_DECOUPLING_STARTED,parking16,,,,DAC,8,3.5
2047.0,2025-12-02T10:07:00+00:00,LOCO_01,RAKE_DECOUPLING_COMPLETED,parking16,,,,DAC,8,3.5
2050.5,2025-12-02T10:10:30+00:00,LOCO_01,MOVING,track_19,parking16,track_19,,,0,60.0
2110.5,2025-12-02T11:10:30+00:00,LOCO_01,MOVING,WS_01,track_19,WS_01,,,0,5.0
2115.5,2025-12-02T11:15:30+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_01,,,,DAC,2,0.5
2116.0,2025-12-02T11:16:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_01,,,,DAC,2,0.5
2116.0,2025-12-02T11:16:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_01,,,,DAC,2,0.5
2116.5,2025-12-02T11:16:30+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_01,,,,DAC,2,0.5
2116.5,2025-12-02T11:16:30+00:00,LOCO_01,SHUNTING_PREP,WS_01,,,,,2,1.0
2117.5,2025-12-02T11:17:30+00:00,LOCO_01,MOVING,retrofitted,WS_01,retrofitted,,,0,5.0
2122.5,2025-12-02T11:22:30+00:00,LOCO_01,MOVING,track_19,retrofitted,track_19,,,0,5.0
2127.5,2025-12-02T11:27:30+00:00,LOCO_01,MOVING,WS_02,track_19,WS_02,,,0,5.0
2132.5,2025-12-02T11:32:30+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
2133.0,2025-12-02T11:33:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
2133.0,2025-12-02T11:33:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
2133.5,2025-12-02T11:33:30+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
2133.5,2025-12-02T11:33:30+00:00,LOCO_01,SHUNTING_PREP,WS_02,,,,,2,1.0
2134.5,2025-12-02T11:34:30+00:00,LOCO_01,MOVING,retrofitted,WS_02,retrofitted,,,0,5.0
2139.5,2025-12-02T11:39:30+00:00,LOCO_01,MOVING,track_19,retrofitted,track_19,,,0,7.0
2146.5,2025-12-02T11:46:30+00:00,LOCO_01,MOVING,retrofit,track_19,retrofit,,,0,5.0
2151.5,2025-12-02T11:51:30+00:00,LOCO_01,COUPLING_STARTED,retrofit,,,,SCREW,0,2.0
2153.5,2025-12-02T11:53:30+00:00,LOCO_01,COUPLING_COMPLETED,retrofit,,,,SCREW,0,2.0
2153.5,2025-12-02T11:53:30+00:00,LOCO_01,SHUNTING_PREP,retrofit,,,,,0,1.0
2154.5,2025-12-02T11:54:30+00:00,LOCO_01,MOVING,WS_01,retrofit,WS_01,,,0,5.0
