timestamp,datetime,track_id,change_type,capacity,used_before,used_after,utilization_before_percent,utilization_after_percent,change_amount,triggered_by
672.75,2025-12-01T11:12:45+00:00,collection1,capacity_reserved,375.0,14.04,33.94,3.744,9.050666666666666,19.9,batch_1_wagons[W3675]
715.0,2025-12-01T11:55:00+00:00,collection1,capacity_reserved,375.0,33.94,45.54,9.050666666666666,12.143999999999998,11.6,batch_1_wagons[W7132]
715.0,2025-12-01T11:55:00+00:00,collection1,capacity_reserved,375.0,45.54,68.03999999999999,12.143999999999998,18.144,22.5,batch_1_wagons[W8934]
715.0,2025-12-01T11:55:00+00:00,collection1,capacity_reserved,375.0,68.03999999999999,82.07999999999998,18.144,21.887999999999998,14.04,batch_1_wagons[W6253]
715.0,2025-12-01T11:55:00+00:00,collection1,capacity_reserved,375.0,82.07999999999998,98.07999999999998,21.887999999999998,26.154666666666664,16.0,batch_1_wagons[W7747]
715.0,2025-12-01T11:55:00+00:00,collection1,capacity_reserved,375.0,98.07999999999998,117.67999999999998,26.154666666666664,31.381333333333327,19.6,batch_1_wagons[W10546]
715.0,2025-12-01T11:55:00+00:00,collection1,capacity_reserved,375.0,117.67999999999998,129.27999999999997,31.381333333333327,34.47466666666666,11.6,batch_1_wagons[W7222]
724.5,2025-12-01T12:04:30+00:00,collection1,capacity_reserved,375.0,129.27999999999997,157.79999999999998,34.47466666666666,42.08,28.52,batch_1_wagons[W0689]
725.0,2025-12-01T12:05:00+00:00,collection1,capacity_reserved,375.0,157.79999999999998,170.54,42.08,45.477333333333334,12.74,batch_1_wagons[W11268]
725.0,2025-12-01T12:05:00+00:00,collection1,capacity_reserved,375.0,170.54,196.89,45.477333333333334,52.504,26.35,batch_1_wagons[W11509]
725.0,2025-12-01T12:05:00+00:00,collection1,capacity_reserved,375.0,196.89,212.63,52.504,56.70133333333334,15.74,batch_1_wagons[W6557]
752.0,2025-12-01T12:32:00+00:00,parking16,capacity_reserved,1875.0,0.0,53.93,0.0,2.8762666666666665,53.93,"batch_2_wagons[W11188,W10437]"
753.25,2025-12-01T12:33:15+00:00,collection1,capacity_reserved,375.0,212.63,235.49,56.70133333333334,62.79733333333334,22.86,batch_1_wagons[W10356]
785.5,2025-12-01T13:05:30+00:00,collection1,capacity_reserved,375.0,235.49,249.78,62.79733333333334,66.608,14.29,batch_1_wagons[W6006]
785.5,2025-12-01T13:05:30+00:00,collection1,capacity_reserved,375.0,249.78,269.68,66.608,71.91466666666668,19.9,batch_1_wagons[W4440]
785.5,2025-12-01T13:05:30+00:00,collection1,capacity_reserved,375.0,269.68,289.58,71.91466666666668,77.22133333333333,19.9,batch_1_wagons[W10383]
793.0,2025-12-01T13:13:00+00:00,retrofit,capacity_released,319.5,63.879999999999995,29.939999999999998,19.99374021909233,9.370892018779342,-33.94,"batch_2_wagons[W3926,W5834]"
819.0,2025-12-01T13:39:00+00:00,collection1,capacity_released,375.0,289.58,19.899999999999977,77.22133333333333,5.306666666666661,-269.68,"batch_15_wagons[W10704,W3675,W7132,W8934,W6253,W7747,W10546,W7222,W0689,W11268,W11509,W6557,W10356,W6006,W4440]"
819.0,2025-12-01T13:39:00+00:00,retrofit,capacity_reserved,319.5,29.939999999999998,299.62,9.370892018779342,93.77777777777779,269.68,"batch_15_wagons[W10704,W3675,W7132,W8934,W6253,W7747,W10546,W7222,W0689,W11268,W11509,W6557,W10356,W6006,W4440]"
824.0,2025-12-01T13:44:00+00:00,retrofitted,capacity_reserved,264.0,0.0,38.72,0.0,14.666666666666666,38.72,"batch_2_wagons[W12394,W9278]"
829.0,2025-12-01T13:49:00+00:00,retrofit,capacity_released,319.5,299.62,269.68,93.77777777777779,84.40688575899844,-29.939999999999998,"batch_2_wagons[W9460,W9445]"
866.0,2025-12-01T14:26:00+00:00,collection1,capacity_reserved,375.0,19.899999999999977,35.699999999999974,5.306666666666661,9.519999999999994,15.8,batch_1_wagons[W2238]
866.0,2025-12-01T14:26:00+00:00,collection1,capacity_reserved,375.0,35.699999999999974,45.339999999999975,9.519999999999994,12.09066666666666,9.64,batch_1_wagons[W0047]
866.0,2025-12-01T14:26:00+00:00,collection1,capacity_reserved,375.0,45.339999999999975,54.979999999999976,12.09066666666666,14.661333333333326,9.64,batch_1_wagons[W0049]
875.0,2025-12-01T14:35:00+00:00,retrofitted,capacity_released,264.0,38.72,0.0,14.666666666666666,0.0,-38.72,"batch_2_wagons[W12394,W9278]"
894.75,2025-12-01T14:54:45+00:00,collection1,capacity_reserved,375.0,54.979999999999976,74.01999999999998,14.661333333333326,19.738666666666663,19.04,batch_1_wagons[W2535]
894.75,2025-12-01T14:54:45+00:00,collection1,capacity_reserved,375.0,74.01999999999998,96.81999999999998,19.738666666666663,25.81866666666666,22.8,batch_1_wagons[W7970]
894.75,2025-12-01T14:54:45+00:00,collection1,capacity_reserved,375.0,96.81999999999998,108.85999999999999,25.81866666666666,29.02933333333333,12.04,batch_1_wagons[W4849]
998.5,2025-12-01T16:38:30+00:00,parking16,capacity_reserved,1875.0,53.93,92.65,2.8762666666666665,4.941333333333334,38.72,"batch_2_wagons[W12394,W9278]"
1051.25,2025-12-01T17:31:15+00:00,collection1,capacity_reserved,375.0,108.85999999999999,132.1,29.02933333333333,35.22666666666667,23.24,batch_1_wagons[W2967]
1051.25,2025-12-01T17:31:15+00:00,collection1,capacity_reserved,375.0,132.1,155.4,35.22666666666667,41.44,23.3,batch_1_wagons[W9776]
1051.25,2025-12-01T17:31:15+00:00,collection1,capacity_reserved,375.0,155.4,178.64000000000001,41.44,47.63733333333334,23.24,batch_1_wagons[W12208]
1051.25,2025-12-01T17:31:15+00:00,collection1,capacity_reserved,375.0,178.64000000000001,195.14000000000001,47.63733333333334,52.037333333333336,16.5,batch_1_wagons[W11348]
1070.5,2025-12-01T17:50:30+00:00,retrofitted,capacity_reserved,264.0,0.0,33.94,0.0,12.856060606060604,33.94,"batch_2_wagons[W3926,W5834]"
1075.5,2025-12-01T17:55:30+00:00,retrofit,capacity_released,319.5,269.68,235.74,84.40688575899844,73.78403755868544,-33.94,"batch_2_wagons[W10704,W3675]"
1087.5,2025-12-01T18:07:30+00:00,retrofitted,capacity_reserved,264.0,33.94,63.879999999999995,12.856060606060604,24.196969696969695,29.939999999999998,"batch_2_wagons[W9460,W9445]"
1088.0,2025-12-01T18:08:00+00:00,collection1,capacity_released,375.0,195.14000000000001,121.12000000000002,52.037333333333336,32.29866666666667,-74.02,"batch_5_wagons[W10383,W2238,W0047,W0049,W2535]"
1088.0,2025-12-01T18:08:00+00:00,retrofit,capacity_reserved,319.5,235.74,309.76,73.78403755868544,96.95148669796558,74.02,"batch_5_wagons[W10383,W2238,W0047,W0049,W2535]"
1088.75,2025-12-01T18:08:45+00:00,collection1,capacity_reserved,375.0,121.12000000000002,144.36,32.29866666666667,38.496,23.24,batch_1_wagons[W12037]
1088.75,2025-12-01T18:08:45+00:00,collection1,capacity_reserved,375.0,144.36,158.38000000000002,38.496,42.23466666666667,14.02,batch_1_wagons[W0440]
1088.75,2025-12-01T18:08:45+00:00,collection1,capacity_reserved,375.0,158.38000000000002,181.62000000000003,42.23466666666667,48.43200000000001,23.24,batch_1_wagons[W11988]
1088.75,2025-12-01T18:08:45+00:00,collection1,capacity_reserved,375.0,181.62000000000003,204.86000000000004,48.43200000000001,54.62933333333334,23.24,batch_1_wagons[W12260]
1088.75,2025-12-01T18:08:45+00:00,collection1,capacity_reserved,375.0,204.86000000000004,220.36000000000004,54.62933333333334,58.762666666666675,15.5,batch_1_wagons[W0130]
1088.75,2025-12-01T18:08:45+00:00,collection1,capacity_reserved,375.0,220.36000000000004,236.46000000000004,58.762666666666675,63.05600000000001,16.1,batch_1_wagons[W9352]
1088.75,2025-12-01T18:08:45+00:00,collection1,capacity_reserved,375.0,236.46000000000004,259.70000000000005,63.05600000000001,69.25333333333334,23.24,batch_1_wagons[W2980]
1088.75,2025-12-01T18:08:45+00:00,collection1,capacity_reserved,375.0,259.70000000000005,275.70000000000005,69.25333333333334,73.52000000000001,16.0,batch_1_wagons[W2406]
1088.75,2025-12-01T18:08:45+00:00,collection1,capacity_reserved,375.0,275.70000000000005,291.50000000000006,73.52000000000001,77.73333333333335,15.8,batch_1_wagons[W2399]
1092.5,2025-12-01T18:12:30+00:00,retrofit,capacity_released,319.5,309.76,275.65999999999997,96.95148669796558,86.27856025039122,-34.1,"batch_2_wagons[W7132,W8934]"
1122.5,2025-12-01T18:42:30+00:00,retrofitted,capacity_released,264.0,63.879999999999995,29.939999999999998,24.196969696969695,11.34090909090909,-33.94,"batch_2_wagons[W3926,W5834]"
1181.5,2025-12-01T19:41:30+00:00,retrofitted,capacity_reserved,264.0,29.939999999999998,63.879999999999995,11.34090909090909,24.196969696969695,33.94,"batch_2_wagons[W10704,W3675]"
1186.5,2025-12-01T19:46:30+00:00,retrofit,capacity_released,319.5,275.65999999999997,245.61999999999998,86.27856025039122,76.87636932707355,-30.04,"batch_2_wagons[W6253,W7747]"
1198.5,2025-12-01T19:58:30+00:00,retrofitted,capacity_reserved,264.0,63.879999999999995,97.97999999999999,24.196969696969695,37.11363636363636,34.1,"batch_2_wagons[W7132,W8934]"
1203.5,2025-12-01T20:03:30+00:00,retrofit,capacity_released,319.5,245.61999999999998,214.41999999999996,76.87636932707355,67.1111111111111,-31.200000000000003,"batch_2_wagons[W10546,W7222]"
1246.0,2025-12-01T20:46:00+00:00,parking16,capacity_reserved,1875.0,92.65,126.59,4.941333333333334,6.7514666666666665,33.94,"batch_2_wagons[W3926,W5834]"
1318.0,2025-12-01T21:58:00+00:00,retrofitted,capacity_reserved,264.0,97.97999999999999,128.01999999999998,37.11363636363636,48.492424242424235,30.04,"batch_2_wagons[W6253,W7747]"
1323.0,2025-12-01T22:03:00+00:00,retrofit,capacity_released,319.5,214.41999999999996,173.15999999999997,67.1111111111111,54.19718309859154,-41.26,"batch_2_wagons[W0689,W11268]"
1335.0,2025-12-01T22:15:00+00:00,retrofitted,capacity_reserved,264.0,128.01999999999998,159.21999999999997,48.492424242424235,60.310606060606055,31.200000000000003,"batch_2_wagons[W10546,W7222]"
1340.0,2025-12-01T22:20:00+00:00,retrofit,capacity_released,319.5,173.15999999999997,131.06999999999996,54.19718309859154,41.023474178403745,-42.09,"batch_2_wagons[W11509,W6557]"
1397.0,2025-12-01T23:17:00+00:00,retrofitted,capacity_released,264.0,159.21999999999997,61.23999999999998,60.310606060606055,23.196969696969692,-97.97999999999999,"batch_6_wagons[W9460,W9445,W10704,W3675,W7132,W8934]"
1418.5,2025-12-01T23:38:30+00:00,collection1,capacity_released,375.0,291.50000000000006,109.88000000000005,77.73333333333335,29.301333333333346,-181.62,"batch_9_wagons[W7970,W4849,W2967,W9776,W12208,W11348,W12037,W0440,W11988]"
1418.5,2025-12-01T23:38:30+00:00,retrofit,capacity_reserved,319.5,131.06999999999996,312.68999999999994,41.023474178403745,97.86854460093895,181.62,"batch_9_wagons[W7970,W4849,W2967,W9776,W12208,W11348,W12037,W0440,W11988]"
1433.5,2025-12-01T23:53:30+00:00,retrofitted,capacity_reserved,264.0,61.23999999999998,102.49999999999997,23.196969696969692,38.825757575757564,41.26,"batch_2_wagons[W0689,W11268]"
1438.5,2025-12-01T23:58:30+00:00,retrofit,capacity_released,319.5,312.68999999999994,275.53999999999996,97.86854460093895,86.24100156494522,-37.15,"batch_2_wagons[W10356,W6006]"
1476.5,2025-12-02T00:36:30+00:00,retrofitted,capacity_reserved,264.0,102.49999999999997,144.58999999999997,38.825757575757564,54.768939393939384,42.09,"batch_2_wagons[W11509,W6557]"
1479.0,2025-12-02T00:39:00+00:00,collection1,capacity_reserved,375.0,109.88000000000005,133.14000000000004,29.301333333333346,35.50400000000001,23.26,batch_1_wagons[W9868]
1479.0,2025-12-02T00:39:00+00:00,collection1,capacity_reserved,375.0,133.14000000000004,156.38000000000005,35.50400000000001,41.701333333333345,23.24,batch_1_wagons[W12060]
1479.0,2025-12-02T00:39:00+00:00,collection1,capacity_reserved,375.0,156.38000000000005,179.62000000000006,41.701333333333345,47.898666666666685,23.24,batch_1_wagons[W12210]
1479.0,2025-12-02T00:39:00+00:00,collection1,capacity_reserved,375.0,179.62000000000006,202.86000000000007,47.898666666666685,54.096000000000025,23.24,batch_1_wagons[W8636]
1479.0,2025-12-02T00:39:00+00:00,collection1,capacity_reserved,375.0,202.86000000000007,217.26000000000008,54.096000000000025,57.93600000000002,14.4,batch_1_wagons[W10949]
1479.0,2025-12-02T00:39:00+00:00,collection1,capacity_reserved,375.0,217.26000000000008,240.46000000000006,57.93600000000002,64.12266666666669,23.2,batch_1_wagons[W8631]
1481.5,2025-12-02T00:41:30+00:00,retrofit,capacity_released,319.5,275.53999999999996,235.73999999999995,86.24100156494522,73.78403755868544,-39.8,"batch_2_wagons[W4440,W10383]"
1509.0,2025-12-02T01:09:00+00:00,collection1,capacity_reserved,375.0,240.46000000000006,254.86000000000007,64.12266666666669,67.96266666666668,14.4,batch_1_wagons[W9392]
1509.0,2025-12-02T01:09:00+00:00,collection1,capacity_reserved,375.0,254.86000000000007,272.76000000000005,67.96266666666668,72.73600000000002,17.9,batch_1_wagons[W9274]
1509.0,2025-12-02T01:09:00+00:00,collection1,capacity_reserved,375.0,272.76000000000005,296.62000000000006,72.73600000000002,79.09866666666669,23.86,batch_1_wagons[W8613]
1509.0,2025-12-02T01:09:00+00:00,collection1,capacity_reserved,375.0,296.62000000000006,318.86000000000007,79.09866666666669,85.02933333333335,22.24,batch_1_wagons[W10130]
1509.0,2025-12-02T01:09:00+00:00,collection1,capacity_reserved,375.0,318.86000000000007,333.26000000000005,85.02933333333335,88.86933333333334,14.4,batch_1_wagons[W9721]
1509.0,2025-12-02T01:09:00+00:00,collection1,capacity_reserved,375.0,333.26000000000005,356.56000000000006,88.86933333333334,95.08266666666668,23.3,batch_1_wagons[W9756]
1526.5,2025-12-02T01:26:30+00:00,parking16,capacity_reserved,1875.0,126.59,224.57,6.7514666666666665,11.977066666666666,97.97999999999999,"batch_6_wagons[W9460,W9445,W10704,W3675,W7132,W8934]"
1598.5,2025-12-02T02:38:30+00:00,retrofitted,capacity_reserved,264.0,144.58999999999997,181.73999999999998,54.768939393939384,68.84090909090908,37.15,"batch_2_wagons[W10356,W6006]"
1602.5,2025-12-02T02:42:30+00:00,collection2,capacity_reserved,375.0,0.0,26.35,0.0,7.026666666666667,26.35,batch_1_wagons[W11467]
1602.5,2025-12-02T02:42:30+00:00,collection2,capacity_reserved,375.0,26.35,49.21,7.026666666666667,13.122666666666666,22.86,batch_1_wagons[W10354]
1602.5,2025-12-02T02:42:30+00:00,collection2,capacity_reserved,375.0,49.21,69.11,13.122666666666666,18.429333333333332,19.9,batch_1_wagons[W3950]
1602.5,2025-12-02T02:42:30+00:00,collection2,capacity_reserved,375.0,69.11,91.46000000000001,18.429333333333332,24.389333333333337,22.35,batch_1_wagons[W7997]
1602.5,2025-12-02T02:42:30+00:00,collection2,capacity_reserved,375.0,91.46000000000001,46.21000000000001,24.389333333333337,12.322666666666668,23.86,batch_1_wagons[W8626]
1602.5,2025-12-02T02:42:30+00:00,collection2,capacity_released,375.0,115.32000000000001,46.21000000000001,30.752000000000002,12.322666666666668,-69.11,"batch_3_wagons[W11467,W10354,W3950]"
1602.5,2025-12-02T02:42:30+00:00,retrofit,capacity_reserved,319.5,235.73999999999995,304.84999999999997,73.78403755868544,95.41471048513301,69.11,"batch_3_wagons[W11467,W10354,W3950]"
1603.5,2025-12-02T02:43:30+00:00,retrofit,capacity_released,319.5,304.84999999999997,279.40999999999997,95.41471048513301,87.45226917057903,-25.44,"batch_2_wagons[W2238,W0047]"
1615.5,2025-12-02T02:55:30+00:00,retrofitted,capacity_reserved,264.0,181.73999999999998,221.53999999999996,68.84090909090908,83.91666666666666,39.8,"batch_2_wagons[W4440,W10383]"
1620.5,2025-12-02T03:00:30+00:00,retrofit,capacity_released,319.5,279.40999999999997,250.72999999999996,87.45226917057903,78.47574334898277,-28.68,"batch_2_wagons[W0049,W2535]"
1677.5,2025-12-02T03:57:30+00:00,retrofitted,capacity_released,264.0,221.53999999999996,76.94999999999996,83.91666666666666,29.14772727272726,-144.59,"batch_8_wagons[W6253,W7747,W10546,W7222,W0689,W11268,W11509,W6557]"
1687.25,2025-12-02T04:07:15+00:00,collection1,capacity_reserved,375.0,356.56000000000006,373.56000000000006,95.08266666666668,99.61600000000001,17.0,batch_1_wagons[W9174]
1687.25,2025-12-02T04:07:15+00:00,collection2,capacity_reserved,375.0,46.21000000000001,63.21000000000001,12.322666666666668,16.856,17.0,batch_1_wagons[W9169]
1687.25,2025-12-02T04:07:15+00:00,collection2,capacity_reserved,375.0,63.21000000000001,80.21000000000001,16.856,21.389333333333337,17.0,batch_1_wagons[W9173]
1702.5,2025-12-02T04:22:30+00:00,collection1,capacity_released,375.0,373.56000000000006,318.72,99.61600000000001,84.99200000000002,-54.84,"batch_3_wagons[W12260,W0130,W9352]"
1702.5,2025-12-02T04:22:30+00:00,retrofit,capacity_reserved,319.5,250.72999999999996,305.56999999999994,78.47574334898277,95.64006259780906,54.84,"batch_3_wagons[W12260,W0130,W9352]"
1714.5,2025-12-02T04:34:30+00:00,retrofitted,capacity_reserved,264.0,76.94999999999996,102.38999999999996,29.14772727272726,38.78409090909089,25.44,"batch_2_wagons[W2238,W0047]"
1719.5,2025-12-02T04:39:30+00:00,retrofit,capacity_released,319.5,305.56999999999994,270.7299999999999,95.64006259780906,84.73552425665099,-34.84,"batch_2_wagons[W7970,W4849]"
1757.5,2025-12-02T05:17:30+00:00,retrofitted,capacity_reserved,264.0,102.38999999999996,131.06999999999996,38.78409090909089,49.64772727272726,28.68,"batch_2_wagons[W0049,W2535]"
1762.5,2025-12-02T05:22:30+00:00,retrofit,capacity_released,319.5,270.7299999999999,224.1899999999999,84.73552425665099,70.16901408450703,-46.54,"batch_2_wagons[W2967,W9776]"
1767.0,2025-12-02T05:27:00+00:00,collection1,capacity_reserved,375.0,318.72,332.76000000000005,84.99200000000002,88.73600000000002,14.04,batch_1_wagons[W6140]
1810.0,2025-12-02T06:10:00+00:00,parking16,capacity_reserved,1875.0,224.57,369.15999999999997,11.977066666666666,19.688533333333332,144.59,"batch_8_wagons[W6253,W7747,W10546,W7222,W0689,W11268,W11509,W6557]"
1853.5,2025-12-02T06:53:30+00:00,collection1,capacity_reserved,375.0,332.76000000000005,352.66,88.73600000000002,94.04266666666668,19.9,batch_1_wagons[W10364]
1853.5,2025-12-02T06:53:30+00:00,collection1,capacity_reserved,375.0,352.66,366.70000000000005,94.04266666666668,97.78666666666668,14.04,batch_1_wagons[W6077]
1870.0,2025-12-02T07:10:00+00:00,collection2,capacity_reserved,375.0,80.21000000000001,96.31,21.389333333333337,25.682666666666666,16.1,batch_1_wagons[W9270]
1870.0,2025-12-02T07:10:00+00:00,collection2,capacity_reserved,375.0,96.31,114.21000000000001,25.682666666666666,30.456,17.9,batch_1_wagons[W9276]
1870.0,2025-12-02T07:10:00+00:00,collection2,capacity_reserved,375.0,114.21000000000001,134.65,30.456,35.90666666666667,20.44,batch_1_wagons[W11578]
1882.0,2025-12-02T07:22:00+00:00,retrofitted,capacity_reserved,264.0,131.06999999999996,165.90999999999997,49.64772727272726,62.844696969696955,34.84,"batch_2_wagons[W7970,W4849]"
1887.0,2025-12-02T07:27:00+00:00,retrofit,capacity_released,319.5,224.1899999999999,184.44999999999993,70.16901408450703,57.730829420970245,-39.739999999999995,"batch_2_wagons[W12208,W11348]"
1909.5,2025-12-02T07:49:30+00:00,collection2,capacity_released,375.0,134.65,0.0,35.90666666666667,0.0,-134.65,"batch_7_wagons[W7997,W8626,W9169,W9173,W9270,W9276,W11578]"
1909.5,2025-12-02T07:49:30+00:00,retrofit,capacity_reserved,319.5,184.44999999999993,319.0999999999999,57.730829420970245,99.8748043818466,134.65,"batch_7_wagons[W7997,W8626,W9169,W9173,W9270,W9276,W11578]"
1918.0,2025-12-02T07:58:00+00:00,retrofitted,capacity_released,264.0,165.90999999999997,34.839999999999975,62.844696969696955,13.196969696969688,-131.07,"batch_8_wagons[W10356,W6006,W4440,W10383,W2238,W0047,W0049,W2535]"
1965.25,2025-12-02T08:45:15+00:00,collection2,capacity_reserved,375.0,0.0,29.57,0.0,7.8853333333333335,29.57,batch_1_wagons[W0623]
1965.25,2025-12-02T08:45:15+00:00,collection2,capacity_reserved,375.0,29.57,52.81,7.8853333333333335,14.082666666666668,23.24,batch_1_wagons[W11970]
1980.5,2025-12-02T09:00:30+00:00,retrofitted,capacity_reserved,264.0,34.839999999999975,81.37999999999997,13.196969696969688,30.825757575757564,46.54,"batch_2_wagons[W2967,W9776]"
1985.5,2025-12-02T09:05:30+00:00,retrofit,capacity_released,319.5,319.0999999999999,281.8399999999999,99.8748043818466,88.2128325508607,-37.26,"batch_2_wagons[W12037,W0440]"
2023.5,2025-12-02T09:43:30+00:00,retrofitted,capacity_reserved,264.0,81.37999999999997,121.11999999999996,30.825757575757564,45.87878787878786,39.739999999999995,"batch_2_wagons[W12208,W11348]"
2028.5,2025-12-02T09:48:30+00:00,retrofit,capacity_released,319.5,281.8399999999999,232.24999999999991,88.2128325508607,72.6917057902973,-49.59,"batch_2_wagons[W11988,W11467]"
2050.5,2025-12-02T10:10:30+00:00,parking16,capacity_reserved,1875.0,369.15999999999997,500.22999999999996,19.688533333333332,26.678933333333333,131.07,"batch_8_wagons[W10356,W6006,W4440,W10383,W2238,W0047,W0049,W2535]"
2122.5,2025-12-02T11:22:30+00:00,retrofitted,capacity_reserved,264.0,121.11999999999996,158.37999999999997,45.87878787878786,59.99242424242423,37.26,"batch_2_wagons[W12037,W0440]"
2127.5,2025-12-02T11:27:30+00:00,retrofit,capacity_released,319.5,232.24999999999991,189.48999999999992,72.6917057902973,59.30829420970264,-42.76,"batch_2_wagons[W10354,W3950]"
2138.0,2025-12-02T11:38:00+00:00,collection2,capacity_reserved,375.0,52.81,72.81,14.082666666666668,19.416,20.0,batch_1_wagons[W3173]
2138.0,2025-12-02T11:38:00+00:00,collection2,capacity_reserved,375.0,72.81,93.65,19.416,24.973333333333333,20.84,batch_1_wagons[W5038]
2138.0,2025-12-02T11:38:00+00:00,collection2,capacity_reserved,375.0,93.65,106.39,24.973333333333333,28.370666666666665,12.74,batch_1_wagons[W11261]
2138.0,2025-12-02T11:38:00+00:00,collection2,capacity_reserved,375.0,106.39,119.13,28.370666666666665,31.767999999999997,12.74,batch_1_wagons[W11259]
2138.0,2025-12-02T11:38:00+00:00,collection2,capacity_reserved,375.0,119.13,135.53,31.767999999999997,36.14133333333333,16.4,batch_1_wagons[W5167]
2138.0,2025-12-02T11:38:00+00:00,collection2,capacity_reserved,375.0,135.53,157.93,36.14133333333333,42.114666666666665,22.4,batch_1_wagons[W4666]
2138.0,2025-12-02T11:38:00+00:00,collection2,capacity_reserved,375.0,157.93,170.67000000000002,42.114666666666665,45.512,12.74,batch_1_wagons[W11269]
2138.0,2025-12-02T11:38:00+00:00,collection2,capacity_reserved,375.0,170.67000000000002,190.57000000000002,45.512,50.818666666666665,19.9,batch_1_wagons[W3811]
2138.0,2025-12-02T11:38:00+00:00,collection2,capacity_reserved,375.0,190.57000000000002,213.83400000000003,50.818666666666665,57.022400000000005,23.264,batch_1_wagons[W2926]
2138.0,2025-12-02T11:38:00+00:00,collection2,capacity_reserved,375.0,213.83400000000003,230.23400000000004,57.022400000000005,61.39573333333335,16.4,batch_1_wagons[W5391]
2138.0,2025-12-02T11:38:00+00:00,collection2,capacity_reserved,375.0,230.23400000000004,245.97400000000005,61.39573333333335,65.59306666666667,15.74,batch_1_wagons[W6682]
2138.0,2025-12-02T11:38:00+00:00,collection2,capacity_reserved,375.0,245.97400000000005,258.71400000000006,65.59306666666667,68.99040000000002,12.74,batch_1_wagons[W11256]
2138.0,2025-12-02T11:38:00+00:00,collection2,capacity_reserved,375.0,258.71400000000006,271.45400000000006,68.99040000000002,72.38773333333334,12.74,batch_1_wagons[W10892]
2139.5,2025-12-02T11:39:30+00:00,retrofitted,capacity_reserved,264.0,158.37999999999997,207.96999999999997,59.99242424242423,78.77651515151514,49.59,"batch_2_wagons[W11988,W11467]"
2149.75,2025-12-02T11:49:45+00:00,collection2,capacity_reserved,375.0,271.45400000000006,291.35400000000004,72.38773333333334,77.6944,19.9,batch_1_wagons[W1906]
2158.0,2025-12-02T11:58:00+00:00,collection2,capacity_reserved,375.0,291.35400000000004,303.694,77.6944,80.98506666666667,12.34,batch_1_wagons[W1158]
